Absorber,Thickness,Defect,Donor_density,PCE,,,
CsPbBr3,0.6,1000000000000,1000000000000,4.94780829,,,
CsPbBr3,0.6,1000000000000,10000000000000,4.9477716,,,
CsPbBr3,0.6,1000000000000,100000000000000,4.94740667,,,
CsPbBr3,0.6,1000000000000,1E15,4.94250559,,,
CsPbBr3,0.6,10000000000000,10000000000,4.93705807,,,
CsPbBr3,0.6,10000000000000,100000000000,4.93705729,,,
CsPbBr3,0.6,10000000000000,1000000000000,4.93704943,,,
CsPbBr3,0.6,10000000000000,10000000000000,4.93697061,,,
CsPbBr3,0.6,10000000000000,100000000000000,4.93616367,,,
CsPbBr3,0.6,10000000000000,1E15,4.92389513,,,
CsPbBr3,0.6,100000000000000,10000000000,4.84563516,,,
CsPbBr3,0.6,100000000000000,100000000000,4.84563149,,,
CsPbBr3,0.6,100000000000000,1000000000000,4.84559474,,,
CsPbBr3,0.6,100000000000000,10000000000000,4.84522575,,,
CsPbBr3,0.6,100000000000000,100000000000000,4.84139034,,,
CsPbBr3,0.6,100000000000000,1E15,4.7795449,,,
CsPbBr3,0.6,1E15,10000000000,4.46646224,,,
CsPbBr3,0.6,1E15,100000000000,4.46645499,,,
CsPbBr3,0.6,1E15,1000000000000,4.46638239,,,
CsPbBr3,0.6,1E15,10000000000000,4.46565395,,,
CsPbBr3,0.6,1E15,100000000000000,4.45812058,,,
CsPbBr3,0.6,1E15,1E15,4.34260289,,,
CsPbBr3,0.6,1E16,10000000000,3.81072761,,,
CsPbBr3,0.6,1E16,100000000000,3.81072545,,,
CsPbBr3,0.6,1E16,1000000000000,3.81070389,,,
CsPbBr3,0.6,1E16,10000000000000,3.81048577,,,
CsPbBr3,0.6,1E16,100000000000000,3.80804416,,,
CsPbBr3,0.6,1E16,1E15,3.70916268,,,
CsPbBr3,0.7,1000000000000,10000000000,5.09331522,,,
CsPbBr3,0.7,1000000000000,100000000000,5.09331483,,,
CsPbBr3,0.7,1000000000000,1000000000000,5.09331097,,,
CsPbBr3,0.7,1000000000000,10000000000000,5.0932722,,,
CsPbBr3,0.7,1000000000000,100000000000000,5.09285529,,,
CsPbBr3,0.7,1000000000000,1E15,5.0871126,,,
CsPbBr3,0.7,10000000000000,10000000000,5.0801415,,,
CsPbBr3,0.7,10000000000000,100000000000,5.08014053,,,
CsPbBr3,0.7,10000000000000,1000000000000,5.08013092,,,
CsPbBr3,0.7,10000000000000,10000000000000,5.08003432,,,
CsPbBr3,0.7,10000000000000,100000000000000,5.07900634,,,
CsPbBr3,0.7,10000000000000,1E15,5.06200659,,,
CsPbBr3,0.7,100000000000000,10000000000,4.97133083,,,
CsPbBr3,0.7,100000000000000,100000000000,4.97132612,,,
CsPbBr3,0.7,100000000000000,1000000000000,4.97127901,,,
CsPbBr3,0.7,100000000000000,10000000000000,4.97080573,,,
CsPbBr3,0.7,100000000000000,100000000000000,4.96582527,,,
CsPbBr3,0.7,100000000000000,1E15,4.87795258,,,
CsPbBr3,0.7,1E15,10000000000,4.54722527,,,
CsPbBr3,0.7,1E15,100000000000,4.54721682,,,
CsPbBr3,0.7,1E15,1000000000000,4.54713222,,,
CsPbBr3,0.7,1E15,10000000000000,4.54628341,,,
CsPbBr3,0.7,1E15,100000000000000,4.53748598,,,
CsPbBr3,0.7,1E15,1E15,4.39184606,,,
CsPbBr3,0.7,1E16,10000000000,3.84625198,,,
CsPbBr3,0.7,1E16,100000000000,3.84624934,,,
CsPbBr3,0.7,1E16,1000000000000,3.8462229,,,
CsPbBr3,0.7,1E16,10000000000000,3.84595636,,,
CsPbBr3,0.7,1E16,100000000000000,3.84304666,,,
CsPbBr3,0.7,1E16,1E15,3.71666182,,,
CsPbBr3,0.8,1000000000000,10000000000,5.20104177,,,
CsPbBr3,0.8,1000000000000,100000000000,5.20104136,,,
CsPbBr3,0.8,1000000000000,1000000000000,5.20103725,,,
CsPbBr3,0.8,1000000000000,10000000000000,5.20099611,,,
CsPbBr3,0.8,1000000000000,100000000000000,5.20055207,,,
CsPbBr3,0.8,1000000000000,1E15,5.19372439,,,
CsPbBr3,0.8,10000000000000,10000000000,5.18556208,,,
CsPbBr3,0.8,10000000000000,100000000000,5.18556095,,,
CsPbBr3,0.8,10000000000000,1000000000000,5.18554958,,,
CsPbBr3,0.8,10000000000000,10000000000000,5.18543521,,,
CsPbBr3,0.8,10000000000000,100000000000000,5.18421346,,,
CsPbBr3,0.8,10000000000000,1E15,5.16172997,,,
CsPbBr3,0.8,100000000000000,10000000000,5.06102666,,,
CsPbBr3,0.8,100000000000000,100000000000,5.06102102,,,
CsPbBr3,0.8,100000000000000,1000000000000,5.06096459,,,
CsPbBr3,0.8,100000000000000,10000000000000,5.06039735,,,
CsPbBr3,0.8,100000000000000,100000000000000,5.05440388,,,
CsPbBr3,0.8,100000000000000,1E15,4.93891104,,,
CsPbBr3,0.8,1E15,10000000000,4.60102602,,,
CsPbBr3,0.8,1E15,100000000000,4.60101672,,,
CsPbBr3,0.8,1E15,1000000000000,4.60092366,,,
CsPbBr3,0.8,1E15,10000000000000,4.5999895,,,
CsPbBr3,0.8,1E15,100000000000000,4.59026942,,,
CsPbBr3,0.8,1E15,1E15,4.41324011,,,
CsPbBr3,0.8,1E16,10000000000,3.8687122,,,
CsPbBr3,0.8,1E16,100000000000,3.86870863,,,
CsPbBr3,0.8,1E16,1000000000000,3.86867299,,,
CsPbBr3,0.8,1E16,10000000000000,3.86831442,,,
CsPbBr3,0.8,1E16,100000000000000,3.86448384,,,
CsPbBr3,0.8,1E16,1E15,3.70798743,,,
CsPbBr3,0.9,1000000000000,10000000000,5.28209012,,,
CsPbBr3,0.9,1000000000000,100000000000,5.28208969,,,
CsPbBr3,0.9,1000000000000,1000000000000,5.28208534,,,
CsPbBr3,0.9,1000000000000,10000000000000,5.28204167,,,
CsPbBr3,0.9,1000000000000,100000000000000,5.28158833,,,
CsPbBr3,0.9,1000000000000,1E15,5.27353,,,
CsPbBr3,0.9,10000000000000,10000000000,5.26440208,,,
CsPbBr3,0.9,10000000000000,100000000000,5.26440077,,,
CsPbBr3,0.9,10000000000000,1000000000000,5.26438768,,,
CsPbBr3,0.9,10000000000000,10000000000000,5.26425606,,,
CsPbBr3,0.9,10000000000000,100000000000000,5.26286227,,,
CsPbBr3,0.9,10000000000000,1E15,5.23443711,,,
CsPbBr3,0.9,100000000000000,10000000000,5.12552727,,,
CsPbBr3,0.9,100000000000000,100000000000,5.12552081,,,
CsPbBr3,0.9,100000000000000,1000000000000,5.12545616,,,
CsPbBr3,0.9,100000000000000,10000000000000,5.12480601,,,
CsPbBr3,0.9,100000000000000,100000000000000,5.11791977,,,
CsPbBr3,0.9,100000000000000,1E15,4.97438413,,,
CsPbBr3,0.9,1E15,10000000000,4.63585088,,,
CsPbBr3,0.9,1E15,100000000000,4.63584092,,,
CsPbBr3,0.9,1E15,1000000000000,4.63574123,,,
CsPbBr3,0.9,1E15,10000000000000,4.63474017,,,
CsPbBr3,0.9,1E15,100000000000000,4.62428652,,,
CsPbBr3,0.9,1E15,1E15,4.41915169,,,
CsPbBr3,0.9,1E16,10000000000,3.88436535,,,
CsPbBr3,0.9,1E16,100000000000,3.88436077,,,
CsPbBr3,0.9,1E16,1000000000000,3.88431497,,,
CsPbBr3,0.9,1E16,10000000000000,3.88385455,,,
CsPbBr3,0.9,1E16,100000000000000,3.87898719,,,
CsPbBr3,0.9,1E16,1E15,3.68816119,,,
CsPbBr3,1,1000000000000,10000000000,5.34395763,,,
CsPbBr3,1,1000000000000,100000000000,5.34395717,,,
CsPbBr3,1,1000000000000,1000000000000,5.34395256,,,
CsPbBr3,1,1000000000000,10000000000000,5.3439063,,,
CsPbBr3,1,1000000000000,100000000000000,5.34342401,,,
CsPbBr3,1,1000000000000,1E15,5.33404801,,,
CsPbBr3,1,10000000000000,10000000000,5.32413871,,,
CsPbBr3,1,10000000000000,100000000000,5.32413723,,,
CsPbBr3,1,10000000000000,1000000000000,5.32412249,,,
CsPbBr3,1,10000000000000,10000000000000,5.3239742,,,
CsPbBr3,1,10000000000000,100000000000000,5.32239721,,,
CsPbBr3,1,10000000000000,1E15,5.28777799,,,
CsPbBr3,1,100000000000000,10000000000,5.17205289,,,
CsPbBr3,1,100000000000000,100000000000,5.1720457,,,
CsPbBr3,1,100000000000000,1000000000000,5.17197378,,,
CsPbBr3,1,100000000000000,10000000000000,5.17125036,,,
CsPbBr3,1,100000000000000,100000000000000,5.16356687,,,
CsPbBr3,1,100000000000000,1E15,4.99170002,,,
CsPbBr3,1,1E15,10000000000,4.65758587,,,
CsPbBr3,1,1E15,100000000000,4.65757537,,,
CsPbBr3,1,1E15,1000000000000,4.65747039,,,
CsPbBr3,1,1E15,10000000000000,4.65641591,,,
CsPbBr3,1,1E15,100000000000000,4.64537256,,,
CsPbBr3,1,1E15,1E15,4.41252659,,,
CsPbBr3,1,1E16,10000000000,3.89606369,,,
CsPbBr3,1,1E16,100000000000,3.89605821,,,
CsPbBr3,1,1E16,1000000000000,3.8960034,,,
CsPbBr3,1,1E16,10000000000000,3.89545249,,,
CsPbBr3,1,1E16,100000000000000,3.88963277,,,
CsPbBr3,1,1E16,1E15,3.66372768,,,
CsSnCl3,0.1,1000000000000,10000000000,6.25786072,,,
CsSnCl3,0.1,1000000000000,100000000000,6.25786073,,,
CsSnCl3,0.1,1000000000000,1000000000000,6.25786073,,,
CsSnCl3,0.1,1000000000000,10000000000000,6.25786082,,,
CsSnCl3,0.1,1000000000000,100000000000000,6.2578617,,,
CsSnCl3,0.1,1000000000000,1E15,6.25787142,,,
CsSnCl3,0.1,10000000000000,10000000000,6.2577878,,,
CsSnCl3,0.1,10000000000000,100000000000,6.2577878,,,
CsSnCl3,0.1,10000000000000,1000000000000,6.25778781,,,
CsSnCl3,0.1,10000000000000,10000000000000,6.2577879,,,
CsSnCl3,0.1,10000000000000,100000000000000,6.25778874,,,
CsSnCl3,0.1,10000000000000,1E15,6.25779807,,,
CsSnCl3,0.1,100000000000000,10000000000,6.25705909,,,
CsSnCl3,0.1,100000000000000,100000000000,6.25705909,,,
CsSnCl3,0.1,100000000000000,1000000000000,6.2570591,,,
CsSnCl3,0.1,100000000000000,10000000000000,6.25705914,,,
CsSnCl3,0.1,100000000000000,100000000000000,6.25705961,,,
CsSnCl3,0.1,100000000000000,1E15,6.25706509,,,
CsSnCl3,0.1,1E15,10000000000,6.24982024,,,
CsSnCl3,0.1,1E15,100000000000,6.24982024,,,
CsSnCl3,0.1,1E15,1000000000000,6.24982021,,,
CsSnCl3,0.1,1E15,10000000000000,6.24981988,,,
CsSnCl3,0.1,1E15,100000000000000,6.2498166,,,
CsSnCl3,0.1,1E15,1E15,6.24978432,,,
CsSnCl3,0.1,1E16,10000000000,6.18167785,,,
CsSnCl3,0.1,1E16,100000000000,6.18167782,,,
CsSnCl3,0.1,1E16,1000000000000,6.18167746,,,
CsSnCl3,0.1,1E16,10000000000000,6.18167396,,,
CsSnCl3,0.1,1E16,100000000000000,6.18163891,,,
CsSnCl3,0.1,1E16,1E15,6.1812863,,,
CsSnCl3,0.2,1000000000000,10000000000,9.49901952,,,
CsSnCl3,0.2,1000000000000,100000000000,9.49901957,,,
CsSnCl3,0.2,1000000000000,1000000000000,9.49902009,,,
CsSnCl3,0.2,1000000000000,10000000000000,9.49902525,,,
CsSnCl3,0.2,1000000000000,100000000000000,9.49907694,,,
CsSnCl3,0.2,1000000000000,1E15,9.49959119,,,
CsSnCl3,0.2,10000000000000,10000000000,9.49806813,,,
CsSnCl3,0.2,10000000000000,100000000000,9.49806818,,,
CsSnCl3,0.2,10000000000000,1000000000000,9.49806868,,,
CsSnCl3,0.2,10000000000000,10000000000000,9.49807365,,,
CsSnCl3,0.2,10000000000000,100000000000000,9.49812337,,,
CsSnCl3,0.2,10000000000000,1E15,9.49861747,,,
CsSnCl3,0.2,100000000000000,10000000000,9.48862085,,,
CsSnCl3,0.2,100000000000000,100000000000,9.48862088,,,
CsSnCl3,0.2,100000000000000,1000000000000,9.48862118,,,
CsSnCl3,0.2,100000000000000,10000000000000,9.48862422,,,
CsSnCl3,0.2,100000000000000,100000000000000,9.48865454,,,
CsSnCl3,0.2,100000000000000,1E15,9.48895049,,,
CsSnCl3,0.2,1E15,10000000000,9.40004165,,,
CsSnCl3,0.2,1E15,100000000000,9.40004151,,,
CsSnCl3,0.2,1E15,1000000000000,9.40004014,,,
CsSnCl3,0.2,1E15,10000000000000,9.40002645,,,
CsSnCl3,0.2,1E15,100000000000000,9.39988916,,,
CsSnCl3,0.2,1E15,1E15,9.39847462,,,
CsSnCl3,0.2,1E16,10000000000,8.80147074,,,
CsSnCl3,0.2,1E16,100000000000,8.80146993,,,
CsSnCl3,0.2,1E16,1000000000000,8.8014618,,,
CsSnCl3,0.2,1E16,10000000000000,8.80138051,,,
CsSnCl3,0.2,1E16,100000000000000,8.80056613,,,
CsSnCl3,0.2,1E16,1E15,8.79227038,,,
CsSnCl3,0.3,1000000000000,10000000000,11.4370518,,,
CsSnCl3,0.3,1000000000000,100000000000,11.4370519,,,
CsSnCl3,0.3,1000000000000,1000000000000,11.4370527,,,
CsSnCl3,0.3,1000000000000,10000000000000,11.4370603,,,
CsSnCl3,0.3,1000000000000,100000000000000,11.4371363,,,
CsSnCl3,0.3,1000000000000,1E15,11.4379057,,,
CsSnCl3,0.3,10000000000000,10000000000,11.4331534,,,
CsSnCl3,0.3,10000000000000,100000000000,11.4331535,,,
CsSnCl3,0.3,10000000000000,1000000000000,11.433154,,,
CsSnCl3,0.3,10000000000000,10000000000000,11.4331599,,,
CsSnCl3,0.3,10000000000000,100000000000000,11.4332181,,,
CsSnCl3,0.3,10000000000000,1E15,11.4338001,,,
CsSnCl3,0.3,100000000000000,10000000000,11.3949878,,,
CsSnCl3,0.3,100000000000000,100000000000,11.3949877,,,
CsSnCl3,0.3,100000000000000,1000000000000,11.3949866,,,
CsSnCl3,0.3,100000000000000,10000000000000,11.3949755,,,
CsSnCl3,0.3,100000000000000,100000000000000,11.3948638,,,
CsSnCl3,0.3,100000000000000,1E15,11.3936587,,,
CsSnCl3,0.3,1E15,10000000000,11.0706059,,,
CsSnCl3,0.3,1E15,100000000000,11.0706046,,,
CsSnCl3,0.3,1E15,1000000000000,11.0705921,,,
CsSnCl3,0.3,1E15,10000000000000,11.0704663,,,
CsSnCl3,0.3,1E15,100000000000000,11.0692026,,,
CsSnCl3,0.3,1E15,1E15,11.0559885,,,
CsSnCl3,0.3,1E16,10000000000,9.71432743,,,
CsSnCl3,0.3,1E16,100000000000,9.71432455,,,
CsSnCl3,0.3,1E16,1000000000000,9.71429573,,,
CsSnCl3,0.3,1E16,10000000000000,9.71400749,,,
CsSnCl3,0.3,1E16,100000000000000,9.71111641,,,
CsSnCl3,0.3,1E16,1E15,9.68131337,,,
CsSnCl3,0.4,1000000000000,10000000000,12.635494,,,
CsSnCl3,0.4,1000000000000,100000000000,12.6354941,,,
CsSnCl3,0.4,1000000000000,1000000000000,12.635495,,,
CsSnCl3,0.4,1000000000000,10000000000000,12.6355035,,,
CsSnCl3,0.4,1000000000000,100000000000000,12.6355884,,,
CsSnCl3,0.4,1000000000000,1E15,12.6364331,,,
CsSnCl3,0.4,10000000000000,10000000000,12.6254225,,,
CsSnCl3,0.4,10000000000000,100000000000,12.6254225,,,
CsSnCl3,0.4,10000000000000,1000000000000,12.6254225,,,
CsSnCl3,0.4,10000000000000,10000000000000,12.6254232,,,
CsSnCl3,0.4,10000000000000,100000000000000,12.6254293,,,
CsSnCl3,0.4,10000000000000,1E15,12.6254152,,,
CsSnCl3,0.4,100000000000000,10000000000,12.5298063,,,
CsSnCl3,0.4,100000000000000,100000000000,12.5298056,,,
CsSnCl3,0.4,100000000000000,1000000000000,12.5297986,,,
CsSnCl3,0.4,100000000000000,10000000000000,12.529729,,,
CsSnCl3,0.4,100000000000000,100000000000000,12.5290266,,,
CsSnCl3,0.4,100000000000000,1E15,12.5213329,,,
CsSnCl3,0.4,1E15,10000000000,11.8518708,,,
CsSnCl3,0.4,1E15,100000000000,11.8518668,,,
CsSnCl3,0.4,1E15,1000000000000,11.8518262,,,
CsSnCl3,0.4,1E15,10000000000000,11.8514204,,,
CsSnCl3,0.4,1E15,100000000000000,11.8473376,,,
CsSnCl3,0.4,1E15,1E15,11.8039218,,,
CsSnCl3,0.4,1E16,10000000000,9.93824124,,,
CsSnCl3,0.4,1E16,100000000000,9.93823587,,,
CsSnCl3,0.4,1E16,1000000000000,9.9381821,,,
CsSnCl3,0.4,1E16,10000000000000,9.93764421,,,
CsSnCl3,0.4,1E16,100000000000000,9.93223878,,,
CsSnCl3,0.4,1E16,1E15,9.87532001,,,
CsSnCl3,0.5,1000000000000,10000000000,13.4091013,,,
CsSnCl3,0.5,1000000000000,100000000000,13.4091014,,,
CsSnCl3,0.5,1000000000000,1000000000000,13.4091021,,,
CsSnCl3,0.5,1000000000000,10000000000000,13.4091096,,,
CsSnCl3,0.5,1000000000000,100000000000000,13.4091838,,,
CsSnCl3,0.5,1000000000000,1E15,13.4098928,,,
CsSnCl3,0.5,10000000000000,10000000000,13.3890897,,,
CsSnCl3,0.5,10000000000000,100000000000,13.3890896,,,
CsSnCl3,0.5,10000000000000,1000000000000,13.389088,,,
CsSnCl3,0.5,10000000000000,10000000000000,13.3890727,,,
CsSnCl3,0.5,10000000000000,100000000000000,13.3889169,,,
CsSnCl3,0.5,10000000000000,1E15,13.387029,,,
CsSnCl3,0.5,100000000000000,10000000000,13.2071389,,,
CsSnCl3,0.5,100000000000000,100000000000,13.2071368,,,
CsSnCl3,0.5,100000000000000,1000000000000,13.2071165,,,
CsSnCl3,0.5,100000000000000,10000000000000,13.2069126,,,
CsSnCl3,0.5,100000000000000,100000000000000,13.2048501,,,
CsSnCl3,0.5,100000000000000,1E15,13.1816319,,,
CsSnCl3,0.5,1E15,10000000000,12.1492624,,,
CsSnCl3,0.5,1E15,100000000000,12.1492542,,,
CsSnCl3,0.5,1E15,1000000000000,12.1491719,,,
CsSnCl3,0.5,1E15,10000000000000,12.1483483,,,
CsSnCl3,0.5,1E15,100000000000000,12.1400499,,,
CsSnCl3,0.5,1E15,1E15,12.0503499,,,
CsSnCl3,0.5,1E16,10000000000,9.91085806,,,
CsSnCl3,0.5,1E16,100000000000,9.91085009,,,
CsSnCl3,0.5,1E16,1000000000000,9.91077041,,,
CsSnCl3,0.5,1E16,10000000000000,9.90997284,,,
CsSnCl3,0.5,1E16,100000000000000,9.90192927,,,
CsSnCl3,0.5,1E16,1E15,9.81242526,,,
CsSnCl3,0.6,1000000000000,10000000000,13.9268683,,,
CsSnCl3,0.6,1000000000000,100000000000,13.9268683,,,
CsSnCl3,0.6,1000000000000,1000000000000,13.9268687,,,
CsSnCl3,0.6,1000000000000,10000000000000,13.9268726,,,
CsSnCl3,0.6,1000000000000,100000000000000,13.9269109,,,
CsSnCl3,0.6,1000000000000,1E15,13.927375,,,
CsSnCl3,0.6,10000000000000,10000000000,13.893275,,,
CsSnCl3,0.6,10000000000000,100000000000,13.8932745,,,
CsSnCl3,0.6,10000000000000,1000000000000,13.8932699,,,
CsSnCl3,0.6,10000000000000,10000000000000,13.8932236,,,
CsSnCl3,0.6,10000000000000,100000000000000,13.892752,,,
CsSnCl3,0.6,10000000000000,1E15,13.8872632,,,
CsSnCl3,0.6,100000000000000,10000000000,13.6026956,,,
CsSnCl3,0.6,100000000000000,100000000000,13.6026913,,,
CsSnCl3,0.6,100000000000000,1000000000000,13.6026484,,,
CsSnCl3,0.6,100000000000000,10000000000000,13.6022185,,,
CsSnCl3,0.6,100000000000000,100000000000000,13.5978586,,,
CsSnCl3,0.6,100000000000000,1E15,13.5475462,,,
CsSnCl3,0.6,1E15,10000000000,12.2029962,,,
CsSnCl3,0.6,1E15,100000000000,12.2029832,,,
CsSnCl3,0.6,1E15,1000000000000,12.2028528,,,
CsSnCl3,0.6,1E15,10000000000000,12.2015477,,,
CsSnCl3,0.6,1E15,100000000000000,12.1883788,,,
CsSnCl3,0.6,1E15,1E15,12.0437113,,,
CsSnCl3,0.6,1E16,10000000000,9.78795735,,,
CsSnCl3,0.6,1E16,100000000000,9.78794677,,,
CsSnCl3,0.6,1E16,1000000000000,9.78784091,,,
CsSnCl3,0.6,1E16,10000000000000,9.78678106,,,
CsSnCl3,0.6,1E16,100000000000000,9.77605341,,,
CsSnCl3,0.6,1E16,1E15,9.65341151,,,
CsSnCl3,0.7,1000000000000,10000000000,14.2913276,,,
CsSnCl3,0.7,1000000000000,100000000000,14.2913276,,,
CsSnCl3,0.7,1000000000000,1000000000000,14.2913273,,,
CsSnCl3,0.7,1000000000000,10000000000000,14.291325,,,
CsSnCl3,0.7,1000000000000,100000000000000,14.2912991,,,
CsSnCl3,0.7,1000000000000,1E15,14.2910114,,,
CsSnCl3,0.7,10000000000000,10000000000,14.2346187,,,
CsSnCl3,0.7,10000000000000,100000000000,14.2346177,,,
CsSnCl3,0.7,10000000000000,1000000000000,14.2346083,,,
CsSnCl3,0.7,10000000000000,10000000000000,14.2345144,,,
CsSnCl3,0.7,10000000000000,100000000000000,14.2335559,,,
CsSnCl3,0.7,10000000000000,1E15,14.222095,,,
CsSnCl3,0.7,100000000000000,10000000000,13.8218128,,,
CsSnCl3,0.7,100000000000000,100000000000,13.8218054,,,
CsSnCl3,0.7,100000000000000,1000000000000,13.8217311,,,
CsSnCl3,0.7,100000000000000,10000000000000,13.8209874,,,
CsSnCl3,0.7,100000000000000,100000000000000,13.8134247,,,
CsSnCl3,0.7,100000000000000,1E15,13.7188879,,,
CsSnCl3,0.7,1E15,10000000000,12.1426638,,,
CsSnCl3,0.7,1E15,100000000000,12.1426459,,,
CsSnCl3,0.7,1E15,1000000000000,12.1424666,,,
CsSnCl3,0.7,1E15,10000000000000,12.140672,,,
CsSnCl3,0.7,1E15,100000000000000,12.1225355,,,
CsSnCl3,0.7,1E15,1E15,11.9194511,,,
CsSnCl3,0.7,1E16,10000000000,9.63906707,,,
CsSnCl3,0.7,1E16,100000000000,9.63905388,,,
CsSnCl3,0.7,1E16,1000000000000,9.638922,,,
CsSnCl3,0.7,1E16,10000000000000,9.63760081,,,
CsSnCl3,0.7,1E16,100000000000000,9.62414656,,,
CsSnCl3,0.7,1E16,1E15,9.45869774,,,
CsSnCl3,0.8,1000000000000,10000000000,14.5451217,,,
CsSnCl3,0.8,1000000000000,100000000000,14.5451216,,,
CsSnCl3,0.8,1000000000000,1000000000000,14.5451205,,,
CsSnCl3,0.8,1000000000000,10000000000000,14.5451093,,,
CsSnCl3,0.8,1000000000000,100000000000000,14.5452699,,,
CsSnCl3,0.8,1000000000000,1E15,14.5439,,,
CsSnCl3,0.8,10000000000000,10000000000,14.4697105,,,
CsSnCl3,0.8,10000000000000,100000000000,14.4697089,,,
CsSnCl3,0.8,10000000000000,1000000000000,14.4696932,,,
CsSnCl3,0.8,10000000000000,10000000000000,14.4695363,,,
CsSnCl3,0.8,10000000000000,100000000000000,14.4682125,,,
CsSnCl3,0.8,10000000000000,1E15,14.4487872,,,
CsSnCl3,0.8,100000000000000,10000000000,13.9239759,,,
CsSnCl3,0.8,100000000000000,100000000000,13.9239648,,,
CsSnCl3,0.8,100000000000000,1000000000000,13.9238542,,,
CsSnCl3,0.8,100000000000000,10000000000000,13.9227461,,,
CsSnCl3,0.8,100000000000000,100000000000000,13.9117515,,,
CsSnCl3,0.8,100000000000000,1E15,13.7759984,,,
CsSnCl3,0.8,1E15,10000000000,12.0348985,,,
CsSnCl3,0.8,1E15,100000000000,12.0348761,,,
CsSnCl3,0.8,1E15,1000000000000,12.0346517,,,
CsSnCl3,0.8,1E15,10000000000000,12.0324049,,,
CsSnCl3,0.8,1E15,100000000000000,12.0099233,,,
CsSnCl3,0.8,1E15,1E15,11.7461109,,,
CsSnCl3,0.8,1E16,10000000000,9.48565657,,,
CsSnCl3,0.8,1E16,100000000000,9.48564093,,,
CsSnCl3,0.8,1E16,1000000000000,9.48548446,,,
CsSnCl3,0.8,1E16,10000000000000,9.48391619,,,
CsSnCl3,0.8,1E16,100000000000000,9.46809873,,,
CsSnCl3,0.8,1E16,1E15,9.25565717,,,
CsSnCl3,0.9,1000000000000,10000000000,14.7296542,,,
CsSnCl3,0.9,1000000000000,100000000000,14.729654,,,
CsSnCl3,0.9,1000000000000,1000000000000,14.7296518,,,
CsSnCl3,0.9,1000000000000,10000000000000,14.7296294,,,
CsSnCl3,0.9,1000000000000,100000000000000,14.7293977,,,
CsSnCl3,0.9,1000000000000,1E15,14.7270175,,,
CsSnCl3,0.9,10000000000000,10000000000,14.6340985,,,
CsSnCl3,0.9,10000000000000,100000000000,14.6340962,,,
CsSnCl3,0.9,10000000000000,1000000000000,14.6340731,,,
CsSnCl3,0.9,10000000000000,10000000000000,14.6338412,,,
CsSnCl3,0.9,10000000000000,100000000000000,14.6314705,,,
CsSnCl3,0.9,10000000000000,1E15,14.6030394,,,
CsSnCl3,0.9,100000000000000,10000000000,13.9627175,,,
CsSnCl3,0.9,100000000000000,100000000000,13.9627025,,,
CsSnCl3,0.9,100000000000000,1000000000000,13.9625519,,,
CsSnCl3,0.9,100000000000000,10000000000000,13.9610428,,,
CsSnCl3,0.9,100000000000000,100000000000000,13.9456417,,,
CsSnCl3,0.9,100000000000000,1E15,13.7569079,,,
CsSnCl3,0.9,1E15,10000000000,11.9071361,,,
CsSnCl3,0.9,1E15,100000000000,11.9071096,,,
CsSnCl3,0.9,1E15,1000000000000,11.9068448,,,
CsSnCl3,0.9,1E15,10000000000000,11.9041928,,,
CsSnCl3,0.9,1E15,100000000000000,11.8772545,,,
CsSnCl3,0.9,1E15,1E15,11.5568906,,,
CsSnCl3,0.9,1E16,10000000000,9.34167428,,,
CsSnCl3,0.9,1E16,100000000000,9.3416562,,,
CsSnCl3,0.9,1E16,1000000000000,9.34147531,,,
CsSnCl3,0.9,1E16,10000000000000,9.33966143,,,
CsSnCl3,0.9,1E16,100000000000000,9.32101148,,,
CsSnCl3,0.9,1E16,1E15,9.0598281,,,
CsSnCl3,1,1000000000000,10000000000,14.8664255,,,
CsSnCl3,1,1000000000000,100000000000,14.8664252,,,
CsSnCl3,1,1000000000000,1000000000000,14.8664217,,,
CsSnCl3,1,1000000000000,10000000000000,14.8663864,,,
CsSnCl3,1,1000000000000,100000000000000,14.8660217,,,
CsSnCl3,1,1000000000000,1E15,14.8621002,,,
CsSnCl3,1,10000000000000,10000000000,14.7498781,,,
CsSnCl3,1,10000000000000,100000000000,14.749875,,,
CsSnCl3,1,10000000000000,1000000000000,14.7498435,,,
CsSnCl3,1,10000000000000,10000000000000,14.7495284,,,
CsSnCl3,1,10000000000000,100000000000000,14.746304,,,
CsSnCl3,1,10000000000000,1E15,14.7078451,,,
CsSnCl3,1,100000000000000,10000000000,13.9576814,,,
CsSnCl3,1,100000000000000,100000000000,13.9576622,,,
CsSnCl3,1,100000000000000,1000000000000,13.9574693,,,
CsSnCl3,1,100000000000000,10000000000000,13.9555364,,,
CsSnCl3,1,100000000000000,100000000000000,13.9357688,,,
CsSnCl3,1,100000000000000,1E15,13.6863972,,,
CsSnCl3,1,1E15,10000000000,11.7770728,,,
CsSnCl3,1,1E15,100000000000,11.7770426,,,
CsSnCl3,1,1E15,1000000000000,11.7767407,,,
CsSnCl3,1,1E15,10000000000000,11.7737165,,,
CsSnCl3,1,1E15,100000000000000,11.7429621,,,
CsSnCl3,1,1E15,1E15,11.3672681,,,
CsSnCl3,1,1E16,10000000000,9.2146444,,,
CsSnCl3,1,1E16,100000000000,9.21462413,,,
CsSnCl3,1,1E16,1000000000000,9.21442139,,,
CsSnCl3,1,1E16,10000000000000,9.2123873,,,
CsSnCl3,1,1E16,100000000000000,9.19135412,,,
